price,city
315.0,Seoul
631.0,Seoul
707.0,Seoul
296.0,Seoul
150.0,Seoul
206.0,Seoul
353.0,Seoul
788.0,Seoul
426.0,Seoul
430.0,Seoul
278.0,Seoul
804.0,Seoul
370.0,Seoul
679.0,Seoul
320.0,Seoul
284.0,Seoul
432.0,Seoul
469.0,Seoul
658.0,Seoul
630.0,Seoul
337.0,Seoul
734.0,Seoul
231.0,Seoul
756.0,Seoul
962.0,Seoul
486.0,Seoul
306.0,Seoul
292.0,Seoul
353.0,Seoul
764.0,Seoul
402.0,Seoul
482.0,Seoul
602.0,Seoul
782.0,Seoul
384.0,Seoul
401.0,Seoul
514.0,Seoul
315.0,Seoul
648.0,Seoul
665.0,Seoul
1161.0,Seoul
594.0,Seoul
353.0,Seoul
846.0,Seoul
462.0,Seoul
746.0,Seoul
655.0,Seoul
400.0,Seoul
289.0,Seoul
598.0,Seoul
468.0,Seoul
789.0,Seoul
826.0,Seoul
648.0,Seoul
347.0,Seoul
1222.0,Seoul
485.0,Seoul
489.0,Seoul
639.0,Seoul
575.0,Seoul
604.0,Seoul
655.0,Seoul
468.0,Seoul
514.0,Seoul
548.0,Seoul
508.0,Seoul
231.0,Seoul
493.0,Seoul
602.0,Seoul
292.0,Seoul
212.0,Seoul
408.0,Seoul
823.0,Seoul
358.0,Seoul
514.0,Seoul
252.0,Seoul
630.0,Seoul
493.0,Seoul
514.0,Seoul
466.0,Seoul
206.0,Seoul
1222.0,Seoul
1275.0,Seoul
1433.0,Seoul
604.0,Seoul
821.0,Seoul
513.0,Seoul
746.0,Seoul
138.0,Seoul
468.0,Seoul
424.0,Seoul
912.0,Seoul
458.0,Seoul
426.0,Seoul
505.0,Seoul
822.0,Seoul
804.0,Seoul
426.0,Seoul
565.0,Seoul
403.0,Seoul
426.0,Seoul
376.0,Seoul
764.0,Seoul
756.0,Seoul
683.0,Seoul
189.0,Seoul
658.0,Seoul
142.0,Seoul
910.0,Seoul
458.0,Seoul
206.0,Seoul
514.0,Seoul
138.0,Seoul
499.0,Seoul
846.0,Seoul
280.0,Seoul
334.0,Seoul
212.0,Seoul
472.0,Seoul
450.0,Seoul
572.0,Seoul
499.0,Seoul
447.0,Seoul
514.0,Seoul
930.0,Seoul
604.0,Seoul
930.0,Seoul
842.0,Seoul
437.0,Seoul
370.0,Seoul
468.0,Seoul
370.0,Seoul
765.0,Seoul
1099.0,Seoul
826.0,Seoul
319.0,Seoul
504.0,Seoul
732.0,Seoul
259.0,Seoul
1099.0,Seoul
823.0,Seoul
504.0,Seoul
930.0,Seoul
358.0,Seoul
575.0,Seoul
604.0,Seoul
405.0,Seoul
912.0,Seoul
903.0,Seoul
386.0,Seoul
297.0,Seoul
706.0,Seoul
458.0,Seoul
770.0,Seoul
1679.0,Seoul
548.0,Seoul
269.0,Seoul
385.0,Seoul
539.0,Seoul
815.0,Seoul
404.0,Seoul
426.0,Seoul
826.0,Seoul
1275.0,Seoul
572.0,Seoul
629.0,Seoul
601.0,Seoul
334.0,Seoul
360.0,Seoul
385.0,Seoul
1133.0,Seoul
370.0,Seoul
514.0,Seoul
778.0,Seoul
586.0,Seoul
360.0,Seoul
555.0,Seoul
592.0,Seoul
704.0,Seoul
871.0,Seoul
318.0,Seoul
815.0,Seoul
482.0,Seoul
347.0,Seoul
545.0,Seoul
930.0,Seoul
734.0,Seoul
694.0,Seoul
302.0,Seoul
912.0,Seoul
394.0,Seoul
400.0,Seoul
462.0,Seoul
334.0,Seoul
685.0,Seoul
538.0,Seoul
390.0,Seoul
488.0,Seoul
760.0,Seoul
601.0,Seoul
318.0,Seoul
489.0,Seoul
508.0,Seoul
311.0,Seoul
815.0,Seoul
1095.0,Seoul
652.0,Seoul
452.0,Seoul
340.0,Seoul
433.0,Seoul
767.0,Seoul
514.0,Seoul
1008.0,Seoul
549.0,Seoul
404.0,Seoul
347.0,Seoul
694.0,Seoul
443.0,Seoul
288.0,Seoul
1086.0,Seoul
462.0,Seoul
514.0,Seoul
196.0,Seoul
994.0,Seoul
1679.0,Seoul
413.0,Seoul
301.0,Seoul
332.0,Seoul
669.0,Seoul
903.0,Seoul
420.0,Seoul
682.0,Seoul
301.0,Seoul
939.0,Seoul
434.0,Seoul
497.0,Seoul
327.0,Seoul
514.0,Seoul
550.0,Seoul
585.0,Seoul
925.0,Seoul
385.0,Seoul
301.0,Seoul
468.0,Seoul
636.0,Seoul
225.0,Seoul
756.0,Seoul
334.0,Seoul
414.0,Seoul
514.0,Seoul
1525.0,Seoul
385.0,Seoul
724.0,Seoul
293.0,Seoul
298.0,Seoul
456.0,Seoul
260.0,Seoul
374.0,Hyderabad
278.0,Hyderabad
108.0,Hyderabad
160.0,Hyderabad
150.0,Hyderabad
237.0,Hyderabad
313.0,Hyderabad
334.0,Hyderabad
318.0,Hyderabad
142.0,Hyderabad
276.0,Hyderabad
364.0,Hyderabad
515.0,Hyderabad
620.0,Hyderabad
116.0,Hyderabad
272.0,Hyderabad
620.0,Hyderabad
185.0,Hyderabad
332.0,Hyderabad
118.0,Hyderabad
718.0,Hyderabad
332.0,Hyderabad
418.0,Hyderabad
472.0,Hyderabad
524.0,Hyderabad
172.0,Hyderabad
589.0,Hyderabad
458.0,Hyderabad
522.0,Hyderabad
432.0,Hyderabad
135.0,Hyderabad
921.0,Hyderabad
307.0,Hyderabad
682.0,Hyderabad
358.0,Hyderabad
573.0,Hyderabad
430.0,Hyderabad
115.0,Hyderabad
573.0,Hyderabad
663.0,Hyderabad
573.0,Hyderabad
314.0,Hyderabad
472.0,Hyderabad
113.0,Hyderabad
248.0,Hyderabad
346.0,Hyderabad
141.0,Hyderabad
573.0,Hyderabad
261.0,Hyderabad
620.0,Hyderabad
504.0,Hyderabad
466.0,Hyderabad
1010.0,Hyderabad
663.0,Hyderabad
492.0,Hyderabad
360.0,Hyderabad
147.0,Hyderabad
430.0,Hyderabad
399.0,Hyderabad
596.0,Hyderabad
360.0,Hyderabad
921.0,Hyderabad
626.0,Hyderabad
140.0,Hyderabad
239.0,Hyderabad
466.0,Hyderabad
1637.0,Hyderabad
221.0,Hyderabad
614.0,Hyderabad
921.0,Hyderabad
730.0,Hyderabad
1507.0,Hyderabad
665.0,Hyderabad
158.0,Hyderabad
543.0,Hyderabad
204.0,Hyderabad
221.0,Hyderabad
589.0,Hyderabad
430.0,Hyderabad
460.0,Hyderabad
626.0,Hyderabad
464.0,Hyderabad
730.0,Hyderabad
278.0,Hyderabad
324.0,Hyderabad
430.0,Hyderabad
665.0,Hyderabad
410.0,Hyderabad
158.0,Hyderabad
1637.0,Hyderabad
141.0,Hyderabad
253.0,Hyderabad
543.0,Hyderabad
430.0,Hyderabad
1507.0,Hyderabad
430.0,Hyderabad
410.0,Hyderabad
664.0,Hyderabad
460.0,Hyderabad
415.0,Hyderabad
430.0,Hyderabad
1507.0,Hyderabad
430.0,Hyderabad
218.0,Hyderabad
240.0,Hyderabad
848.0,Hyderabad
253.0,Hyderabad
332.0,Hyderabad
338.0,Hyderabad
829.0,Hyderabad
387.0,Hyderabad
1023.0,Hyderabad
737.0,Hyderabad
1023.0,Hyderabad
609.0,Hyderabad
1126.0,Hyderabad
1842.0,Hyderabad
655.0,Hyderabad
450.0,Hyderabad
716.0,Hyderabad
1842.0,Hyderabad
196.0,Hyderabad
716.0,Hyderabad
573.0,Hyderabad
818.0,Hyderabad
818.0,Hyderabad
682.0,Hyderabad
437.0,Hyderabad
1842.0,Hyderabad
818.0,Hyderabad
1126.0,Hyderabad
682.0,Hyderabad
1126.0,Hyderabad
682.0,Hyderabad
450.0,Hyderabad
609.0,Hyderabad
764.0,Hyderabad
798.0,Hyderabad
282.0,Hyderabad
1023.0,Hyderabad
563.0,Hyderabad
437.0,Hyderabad
818.0,Hyderabad
307.0,Hyderabad
818.0,Hyderabad
712.0,Hyderabad
614.0,Hyderabad
532.0,Hyderabad
737.0,Hyderabad
376.0,Hyderabad
307.0,Hyderabad
877.0,Berlin
1158.0,Berlin
1286.0,Berlin
604.0,Berlin
1204.0,Berlin
1298.0,Berlin
1139.0,Berlin
589.0,Berlin
1659.0,Berlin
1229.0,Berlin
767.0,Berlin
896.0,Berlin
810.0,Berlin
745.0,Berlin
900.0,Berlin
1097.0,Berlin
628.0,Berlin
497.0,Berlin
1011.0,Berlin
1404.0,Berlin
745.0,Berlin
947.0,Berlin
1054.0,Berlin
1404.0,Berlin
767.0,Berlin
1004.0,Berlin
705.0,Berlin
1249.0,Berlin
884.0,Berlin
745.0,Berlin
810.0,Berlin
1278.0,Berlin
1026.0,Berlin
576.0,Berlin
1140.0,Berlin
1067.0,Berlin
1140.0,Berlin
1158.0,Berlin
792.0,Berlin
860.0,Berlin
674.0,Berlin
774.0,Berlin
593.0,Berlin
807.0,Berlin
707.0,Berlin
1475.0,Berlin
1296.0,Berlin
820.0,Berlin
1073.0,Berlin
1498.0,Berlin
324.0,Berlin
999.0,Berlin
676.0,Berlin
632.0,Berlin
861.0,Berlin
614.0,Berlin
1326.0,Berlin
647.0,Berlin
718.0,Berlin
1304.0,Berlin
576.0,Berlin
1641.0,Berlin
1278.0,Berlin
1851.0,Berlin
790.0,Berlin
877.0,Berlin
1725.0,Berlin
617.0,Berlin
1425.0,Berlin
324.0,Berlin
1140.0,Berlin
680.0,Berlin
1524.0,Berlin
790.0,Berlin
870.0,Berlin
593.0,Berlin
855.0,Berlin
1327.0,Berlin
704.0,Berlin
1304.0,Berlin
774.0,Berlin
1425.0,Berlin
1641.0,Berlin
1524.0,Berlin
1421.0,Berlin
1435.0,Berlin
1130.0,Berlin
941.0,Berlin
1099.0,Berlin
860.0,Berlin
939.0,Berlin
855.0,Berlin
792.0,Berlin
772.0,Berlin
1725.0,Berlin
1327.0,Berlin
704.0,Berlin
1421.0,Berlin
425.0,Berlin
870.0,Berlin
810.0,Berlin
870.0,Berlin
680.0,Berlin
649.0,Berlin
1440.0,Berlin
418.0,Berlin
1474.0,Berlin
874.0,Berlin
737.0,Berlin
792.0,Berlin
1263.0,Berlin
1404.0,Berlin
564.0,Berlin
948.0,Berlin
1088.0,Berlin
1273.0,Berlin
1661.0,Berlin
537.0,Berlin
647.0,Berlin
1151.0,Berlin
702.0,Berlin
867.0,Berlin
527.0,Berlin
585.0,Berlin
749.0,Berlin
703.0,Berlin
626.0,Berlin
388.0,Berlin
1949.0,Berlin
734.0,Berlin
680.0,Berlin
807.0,Berlin
1263.0,Berlin
496.0,Berlin
1011.0,Berlin
1351.0,Berlin
685.0,Berlin
823.0,Berlin
1422.0,Berlin
633.0,Berlin
374.0,Berlin
1790.0,Berlin
659.0,Berlin
1421.0,Berlin
941.0,Berlin
1263.0,Berlin
1421.0,Berlin
1421.0,Berlin
1263.0,Berlin
577.0,Berlin
1425.0,Berlin
1350.0,Berlin
790.0,Berlin
1439.0,Berlin
1641.0,Berlin
331.0,Berlin
1158.0,Berlin
479.0,Berlin
702.0,Berlin
855.0,Berlin
228.0,Berlin
1851.0,Berlin
1474.0,Berlin
1080.0,Berlin
823.0,Berlin
596.0,Berlin
1229.0,Berlin
718.0,Berlin
1811.0,Berlin
1379.0,Berlin
637.0,Berlin
749.0,Berlin
339.0,Berlin
600.0,Berlin
972.0,Berlin
726.0,Berlin
1422.0,Berlin
1474.0,Berlin
896.0,Berlin
658.0,Berlin
658.0,Berlin
726.0,Berlin
629.0,Berlin
899.0,Berlin
703.0,Berlin
692.0,Berlin
2599.0,Berlin
726.0,Berlin
1705.0,Berlin
659.0,Berlin
779.0,Berlin
1949.0,Berlin
1134.0,Berlin
1579.0,Berlin
1900.0,Berlin
1549.0,Berlin
630.0,Berlin
712.0,Berlin
948.0,Berlin
496.0,Berlin
712.0,Berlin
496.0,Berlin
686.0,Berlin
948.0,Berlin
1421.0,Berlin
790.0,Berlin
1837.0,Berlin
1334.0,Berlin
823.0,Berlin
1080.0,Berlin
289.0,Berlin
365.0,Berlin
428.0,Berlin
811.0,Berlin
1107.0,Berlin
1474.0,Berlin
633.0,Berlin
1474.0,Berlin
561.0,Berlin
1379.0,Berlin
1379.0,Berlin
1404.0,Berlin
577.0,Berlin
860.0,Berlin
596.0,Berlin
573.0,Berlin
768.0,Berlin
1342.0,Berlin
746.0,Berlin
479.0,Berlin
1432.0,Berlin
380.0,Berlin
807.0,Berlin
600.0,Berlin
1275.0,Berlin
746.0,Berlin
1016.0,Berlin
1024.0,Berlin
738.0,Berlin
910.0,Berlin
1579.0,Berlin
1016.0,Berlin
1375.0,Berlin
1474.0,Berlin
406.0,Berlin
1474.0,Berlin
612.0,Berlin
1129.0,Berlin
1432.0,Berlin
1705.0,Berlin
328.0,Berlin
1023.0,Berlin
926.0,Berlin
1062.0,Berlin
1369.0,Berlin
533.0,Berlin
1118.0,Berlin
637.0,Berlin
746.0,Berlin
622.0,Berlin
1118.0,Berlin
1549.0,Berlin
680.0,Berlin
1400.0,Berlin
776.0,Berlin
737.0,Berlin
1229.0,Berlin
1246.0,Berlin
1158.0,Berlin
754.0,Berlin
894.0,Berlin
1914.0,Berlin
746.0,Berlin
848.0,Berlin
424.0,Berlin
472.0,Berlin
2754.0,Berlin
525.0,Berlin
354.0,Berlin
492.0,Berlin
1737.0,Berlin
1453.0,Berlin
730.0,Berlin
569.0,Berlin
1024.0,Berlin
818.0,Berlin
302.0,Berlin
1404.0,Berlin
926.0,Berlin
1900.0,Berlin
2754.0,Berlin
328.0,Berlin
772.0,Berlin
834.0,Berlin
737.0,Berlin
768.0,Berlin
870.0,Berlin
1544.0,Berlin
338.0,Berlin
894.0,Berlin
334.0,Buenos Aires
247.0,Buenos Aires
269.0,Buenos Aires
703.0,Buenos Aires
197.0,Buenos Aires
166.0,Buenos Aires
251.0,Buenos Aires
212.0,Buenos Aires
371.0,Buenos Aires
274.0,Buenos Aires
250.0,Buenos Aires
279.0,Buenos Aires
299.0,Buenos Aires
481.0,Buenos Aires
368.0,Buenos Aires
379.0,Buenos Aires
118.0,Buenos Aires
528.0,Buenos Aires
120.0,Buenos Aires
275.0,Buenos Aires
170.0,Buenos Aires
182.0,Buenos Aires
283.0,Buenos Aires
226.0,Buenos Aires
316.0,Buenos Aires
159.0,Buenos Aires
257.0,Buenos Aires
260.0,Buenos Aires
410.0,Buenos Aires
274.0,Buenos Aires
317.0,Buenos Aires
113.0,Buenos Aires
262.0,Buenos Aires
367.0,Buenos Aires
113.0,Buenos Aires
118.0,Buenos Aires
133.0,Buenos Aires
154.0,Buenos Aires
259.0,Buenos Aires
316.0,Buenos Aires
170.0,Buenos Aires
301.0,Buenos Aires
234.0,Buenos Aires
264.0,Buenos Aires
350.0,Buenos Aires
218.0,Buenos Aires
182.0,Buenos Aires
543.0,Buenos Aires
218.0,Buenos Aires
160.0,Buenos Aires
165.0,Buenos Aires
299.0,Buenos Aires
362.0,Buenos Aires
133.0,Buenos Aires
453.0,Buenos Aires
261.0,Buenos Aires
218.0,Buenos Aires
367.0,Buenos Aires
453.0,Buenos Aires
390.0,Buenos Aires
350.0,Buenos Aires
347.0,Buenos Aires
332.0,Buenos Aires
666.0,Buenos Aires
234.0,Buenos Aires
221.0,Buenos Aires
174.0,Buenos Aires
318.0,Buenos Aires
328.0,Buenos Aires
390.0,Buenos Aires
259.0,Buenos Aires
248.0,Buenos Aires
150.0,Buenos Aires
615.0,Buenos Aires
210.0,Buenos Aires
262.0,Buenos Aires
367.0,Buenos Aires
598.0,Buenos Aires
318.0,Buenos Aires
204.0,Buenos Aires
166.0,Buenos Aires
306.0,Buenos Aires
557.0,Buenos Aires
328.0,Buenos Aires
299.0,Buenos Aires
279.0,Buenos Aires
301.0,Buenos Aires
376.0,Buenos Aires
301.0,Buenos Aires
182.0,Buenos Aires
122.0,Buenos Aires
128.0,Buenos Aires
385.0,Buenos Aires
140.0,Buenos Aires
298.0,Buenos Aires
261.0,Buenos Aires
221.0,Buenos Aires
122.0,Buenos Aires
347.0,Buenos Aires
387.0,Buenos Aires
308.0,Buenos Aires
187.0,Buenos Aires
150.0,Buenos Aires
148.0,Buenos Aires
384.0,Buenos Aires
424.0,Buenos Aires
178.0,Buenos Aires
180.0,Buenos Aires
208.0,Buenos Aires
402.0,Buenos Aires
102.0,Buenos Aires
158.0,Buenos Aires
615.0,Buenos Aires
281.0,Buenos Aires
552.0,Buenos Aires
493.0,Buenos Aires
148.0,Buenos Aires
261.0,Buenos Aires
362.0,Buenos Aires
148.0,Buenos Aires
256.0,Buenos Aires
422.0,Buenos Aires
285.0,Buenos Aires
251.0,Buenos Aires
347.0,Buenos Aires
122.0,Buenos Aires
310.0,Buenos Aires
208.0,Buenos Aires
545.0,Buenos Aires
150.0,Buenos Aires
588.0,Buenos Aires
213.0,Buenos Aires
148.0,Buenos Aires
160.0,Buenos Aires
261.0,Buenos Aires
122.0,Buenos Aires
301.0,Buenos Aires
280.0,Buenos Aires
294.0,Buenos Aires
249.0,Buenos Aires
422.0,Buenos Aires
278.0,Buenos Aires
402.0,Buenos Aires
402.0,Buenos Aires
198.0,Buenos Aires
244.0,Buenos Aires
635.0,Buenos Aires
176.0,Buenos Aires
174.0,Buenos Aires
499.0,Buenos Aires
211.0,Buenos Aires
221.0,Buenos Aires
310.0,Buenos Aires
413.0,Buenos Aires
362.0,Buenos Aires
635.0,Buenos Aires
283.0,Buenos Aires
328.0,Buenos Aires
545.0,Buenos Aires
328.0,Buenos Aires
217.0,Buenos Aires
181.0,Buenos Aires
272.0,Buenos Aires
237.0,Buenos Aires
355.0,Buenos Aires
389.0,Buenos Aires
215.0,Buenos Aires
583.0,Buenos Aires
228.0,Buenos Aires
332.0,Buenos Aires
282.0,Buenos Aires
353.0,Buenos Aires
283.0,Buenos Aires
251.0,Buenos Aires
216.0,Buenos Aires
151.0,Buenos Aires
232.0,Buenos Aires
166.0,Buenos Aires
174.0,Buenos Aires
175.0,Buenos Aires
137.0,Buenos Aires
681.0,Buenos Aires
211.0,Buenos Aires
534.0,Buenos Aires
362.0,Buenos Aires
141.0,Buenos Aires
499.0,Buenos Aires
121.0,Buenos Aires
187.0,Buenos Aires
219.0,Buenos Aires
113.0,Buenos Aires
543.0,Buenos Aires
151.0,Buenos Aires
218.0,Buenos Aires
598.0,Buenos Aires
548.0,Buenos Aires
152.0,Buenos Aires
595.0,Buenos Aires
543.0,Buenos Aires
348.0,Buenos Aires
272.0,Buenos Aires
507.0,Buenos Aires
272.0,Buenos Aires
257.0,Buenos Aires
192.0,Buenos Aires
211.0,Buenos Aires
269.0,Buenos Aires
244.0,Buenos Aires
344.0,Buenos Aires
463.0,Buenos Aires
302.0,Buenos Aires
211.0,Buenos Aires
362.0,Buenos Aires
350.0,Buenos Aires
113.0,Buenos Aires
472.0,Buenos Aires
142.0,Buenos Aires
224.0,Buenos Aires
237.0,Buenos Aires
150.0,Buenos Aires
558.0,Buenos Aires
677.0,Buenos Aires
219.0,Buenos Aires
211.0,Buenos Aires
344.0,Buenos Aires
717.0,Buenos Aires
277.0,Buenos Aires
422.0,Buenos Aires
340.0,Buenos Aires
142.0,Buenos Aires
150.0,Buenos Aires
485.0,Buenos Aires
237.0,Buenos Aires
332.0,Buenos Aires
113.0,Buenos Aires
490.0,Buenos Aires
434.0,Buenos Aires
476.0,Buenos Aires
740.0,Buenos Aires
296.0,Buenos Aires
383.0,Buenos Aires
558.0,Buenos Aires
222.0,Buenos Aires
249.0,Buenos Aires
192.0,Buenos Aires
358.0,Buenos Aires
246.0,Buenos Aires
543.0,Buenos Aires
339.0,Buenos Aires
181.0,Buenos Aires
244.0,Buenos Aires
347.0,Buenos Aires
133.0,Buenos Aires
248.0,Buenos Aires
101.0,Buenos Aires
693.0,Buenos Aires
141.0,Buenos Aires
189.0,Buenos Aires
264.0,Buenos Aires
279.0,Buenos Aires
466.0,Buenos Aires
334.0,Buenos Aires
308.0,Buenos Aires
543.0,Buenos Aires
477.0,Buenos Aires
550.0,Buenos Aires
518.0,Buenos Aires
320.0,Buenos Aires
290.0,Buenos Aires
588.0,Buenos Aires
546.0,Buenos Aires
255.0,Buenos Aires
648.0,Buenos Aires
362.0,Buenos Aires
677.0,Buenos Aires
447.0,Buenos Aires
256.0,Buenos Aires
447.0,Buenos Aires
181.0,Buenos Aires
686.0,Buenos Aires
298.0,Buenos Aires
349.0,Taipei
288.0,Taipei
603.0,Taipei
283.0,Taipei
438.0,Taipei
791.0,Taipei
1553.0,Taipei
431.0,Taipei
795.0,Taipei
616.0,Taipei
1555.0,Taipei
516.0,Taipei
399.0,Taipei
1026.0,Taipei
412.0,Taipei
808.0,Taipei
